"communityname","state","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murdPerPop","rapesPerPop","robbbPerPop","assaultPerPop","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop","rip","midwest","south","northeast","west"
"Keizercity","OR",4,21884,2.63,0.5,93.04,1.41,5.65,13.19,23.6,10.98,12.42,100,31063,80.45,0.94,44.97,25.88,5.42,16.37,35137,13531,18275,9393,8242,5226,7270,7.05,7.05,18.15,17.47,5.55,64.43,11.49,22.41,12.24,25.09,11.37,23.09,14.71,3.02,74.1,72.39,81.31,82.02,65.14,77.92,1.96,9.57,21.18,33.2,40.63,0.43,0.95,1.49,1.82,93.01,1.07,4.87,3.56,2.59,2.68,2.42,67.42,3.44,40.12,3,244,97.15,65.1,1.23,16.8,1971,3.8,0.44,63400,354,419,23.5,20.2,11.8,0,2,4.49,49.92,46.21,77.22,88.07,7.5,2914.8,1.03,0,25.5,47.36,69.22,633.93,3053.05,353.4,40.08,142.08,4080.46,4,0,0,0,1
"LincolnParkborough","NJ",4,10978,2.84,0.95,94.72,3.63,3.47,10.04,25.22,10.13,10.67,100,53781,91.58,0.68,53.19,18.74,2.5,12.41,58764,21228,24617,71000,20487,11556,21854,1.6,9.22,17.16,30.15,3.8,69.07,17.52,18.32,8.09,34.5,7.69,28.91,10.48,3.12,82.06,80.89,95.58,84.51,42.4,59,1.75,10.19,19.55,30.04,34.19,1.23,2.36,3.63,4.13,82.72,1.83,4.3,3.21,2.67,2.85,2.13,79.94,1.37,45.9,3,152,96.22,74.9,1.97,37.5,1966,0.36,0,179400,729,834,26.6,24.8,12.9,0,0,12.07,59.41,52.89,65.57,91.4,7,1574.9,5.33,0,0,0,98.73,215.4,996.23,116.68,8.98,98.73,1337.29,3,0,0,1,0
"Lackawannacity","NY",4,20585,2.43,8.79,88.47,0.35,5.09,11.99,26.07,12.85,16.81,100,21310,65.76,0.52,40.46,38.58,10.65,27.55,28261,11434,5550,8916,7176,5580,7592,16.68,14.23,34.17,9.59,8.55,51.86,16.95,25.09,17.29,16.2,9.24,34.71,11.48,3.08,63.07,62.26,71.25,73.15,51.27,59.44,5.24,8.29,8.95,9.44,10.44,0.49,0.52,0.55,0.61,82.28,1.95,5.61,3.64,2.41,2.57,2.19,61.38,2.84,44.08,3,527,94.14,57.47,5.69,36.24,1949,4.65,0.55,58200,255,339,26.1,16.8,14.6,81,0,5.86,82.44,69.86,95.81,97.39,6.3,3246,6.18,0,14.91,174.01,1252.86,954.56,1924.03,676.15,20.45,1441.78,3575.19,3,0,0,1,0
"Englewoodcity","OH",4,11432,2.54,1.62,97.38,0.69,0.51,13.65,24.2,11.92,12.62,100,37087,77.63,0.72,50.77,28.14,2.46,21.43,43669,15854,14451,11320,7222,14740,11608,3.14,4.83,15.77,18.98,3.15,65.38,22.13,25.49,11.61,29.85,7.52,23.69,11.2,3.02,82.67,81.66,96.24,82.61,56.79,72.77,0.44,0,15.49,15.49,15.49,0,0.19,0.19,0.19,97.92,0.16,2.52,1.82,2.51,2.75,1.91,78.52,1.09,30.33,3,126,97.28,71.8,0.79,16.67,1972,2.13,0,80100,364,445,25.6,17.6,11.6,0,0,1.24,71.2,55.59,84.46,93,5.4,2129.8,1.83,0,17.66,26.49,61.81,485.65,4927.15,317.88,61.81,105.96,5792.49,1,1,0,0,0
"Roanokecity","VA",4,96397,2.35,24.27,74.59,0.74,0.69,11.78,25.45,12.17,15,100,22591,73.4,0.51,32.62,32.93,8.82,15.96,28203,14061,7949,9191,8480,4200,8192,16.08,13.56,32.03,15.65,5.47,58.89,16.36,22.75,17.62,20.81,13.47,30.1,16.44,2.91,60.93,55.91,70.25,64.43,61.53,69.6,6.48,18.68,26.14,32.21,39.27,0.29,0.41,0.51,0.62,96.45,0.6,3.82,2.42,2.3,2.42,2.15,59.41,2.04,49.65,3,3354,92.44,56.63,4.5,34.62,1956,8.47,0.42,54000,278,336,24.3,18.8,12.7,285,15,1.57,73.5,53.69,78.16,90.25,44.4,2168.8,2.96,11.27,32.78,222.3,312.45,120.88,4505.41,322.69,58.39,578.8,5007.37,2,0,1,0,0
"KansasCitycity","MO",4,435146,2.45,29.59,66.78,1.2,3.91,12.71,27.17,12.5,11.44,99.63,26713,77.98,0.9,36.73,25.43,7.86,14.5,32969,16367,8487,10538,11264,8573,9109,15.32,6.95,21.2,22.05,7.23,62.88,13.7,24.16,13.64,26.54,13.42,33.59,16.8,3.08,61.2,56.13,68.81,64.36,66.35,74,7.41,14.52,19.83,27.2,36.07,0.41,0.56,0.77,1.03,93.49,0.99,5.78,3.59,2.4,2.61,2.12,61.99,3.19,52.33,2,24182,88.02,56.93,7.5,36.56,1956,4.85,0.51,56100,324,404,25,18.4,12.7,597,96,2.85,59.15,51.94,80.71,87.8,322.7,1348.3,5.78,34.34,115.59,873.3,1436.88,2717.1,5299.3,1904.84,118.28,2460.11,10039.52,1,1,0,0,0
"Florencecity","AL",4,36426,2.44,17.07,82.14,0.43,0.49,15.39,27.79,15.85,14.84,100,21459,70.41,1.13,36.33,33.15,7.91,19.04,28816,12825,7134,6372,20341,7750,6965,18.55,13.57,29.79,22.56,6.99,54.09,20.17,24.88,17.44,26.93,8.8,27.72,12.7,2.94,69.83,65.73,79.83,72.79,65.84,66.53,3.85,19.15,30.64,36.17,36.17,0.12,0.2,0.23,0.23,97.9,0.25,2.89,1.94,2.35,2.48,2.15,63.84,1.5,43.25,3,1003,93.7,60.5,1.69,36.99,1962,6.41,0.4,53400,226,305,26.2,17.5,12.6,27,0,0.64,72.79,51.56,79.81,89.33,24.3,1496.5,0.07,10.79,24.28,80.94,491.02,930.77,3528.84,178.06,40.32,607.03,4677.99,2,0,1,0,0
"Cortlandcity","NY",4,19801,2.87,1.4,97.26,0.59,1.28,26.77,42.55,30.67,11.83,0,22550,74.96,0.14,41.8,30.83,8.94,16.15,31760,10174,4948,7439,9750,4554,5006,20.2,8.31,24.93,21.78,6.3,52.39,21.08,35.45,15.74,28.72,9.37,46.72,10.42,3.02,67.16,65.24,68.15,69.92,62.26,71.03,2.49,11.14,13.55,18.83,21.23,0.37,0.45,0.63,0.71,94.09,0.63,3.84,3.17,2.41,2.59,2.25,49.13,1.46,49.62,3,368,94.94,45.64,3.8,33.15,1939,8.35,0.11,67000,326,390,29.3,19.8,15,43,0,3.35,81.57,41.64,66.23,94.42,4.1,4879.5,0.96,0,40.1,45.11,120.29,862.07,4029.67,150.36,75.18,205.5,5117.28,3,0,0,1,0
"Norwalkcity","CA",4,94279,3.58,3.25,55.83,12.41,47.86,16.06,30.88,15.17,7.88,100,38124,83.71,0.18,27.41,21.45,10.72,13.33,40369,13343,11883,14556,11753,8299,8833,9.29,16.22,35.34,9.92,6.64,61.29,27.92,16.54,21.85,17.5,8.95,35.59,12.74,3.79,75.68,65.31,85.59,79.93,58.8,64.4,3.99,14.8,23.74,34.73,45.4,4.18,6.71,9.81,12.82,52.82,10.84,17.1,14.18,3.48,3.51,3.44,65.43,22.64,51.26,2,901,96.69,64.98,4.11,17.31,1957,2.96,0.32,166000,642,706,28.4,24,11.3,88,1,28.25,49.77,55.42,86.64,90.32,10.1,9323.5,2.29,5.93,32.59,388.15,747.65,1065.68,1771.85,1157.53,20.74,1174.32,4015.8,4,0,0,0,1
"Yonkerscity","NY",4,188082,2.61,14.11,76.21,3,16.74,12.05,25.74,12.25,14.86,100,36376,74.73,0.36,42.98,31.43,9.15,17.73,43305,19441,11008,8216,18296,8123,9240,11.03,11.2,26.45,21.91,6.48,58.85,12.21,28.52,10.79,28.99,7.24,35.15,10.87,3.17,66.68,61.72,73.65,68.22,47.05,58.15,6.18,12.27,20.52,30.43,36.44,2.48,4.15,6.16,7.38,69.48,5.82,6.69,4.6,2.57,2.76,2.42,46.77,6.85,63.64,2,3461,95.42,43.54,3.15,43.72,1952,5.54,0.72,228100,482,522,25.4,22.9,15.1,253,10,20.24,66.8,67.23,84.48,93.31,18.7,10040.9,23.23,10.37,18.56,465.18,243.51,918.34,2507.7,1019.9,48.59,737.62,4494.53,3,0,0,1,0
"BocaRatoncity","FL",4,61492,2.34,2.9,94.38,1.9,5.59,11.1,21.72,11.1,18.96,100,42314,71.55,0.71,60.39,33.74,2.24,18.19,53544,29325,7939,7633,14114,17415,15372,5.51,3.65,11.56,34.86,3.29,58.08,8,23.72,4.89,37.49,8.39,27.41,10.7,2.78,81.02,79.93,91.36,83.84,52.43,62.4,0.98,16.4,27.46,36.28,43.34,2.19,3.66,4.83,5.78,84.43,2.4,2.36,1.55,2.27,2.35,2.03,77.13,1.93,54.26,2,6746,79.58,74.47,0.58,22.37,1974,0.74,0.09,165300,581,656,28.3,24.3,12.1,0,0,13.33,14.83,45.32,65.31,76.26,28.2,2183.4,0.56,10.38,31.14,121.6,197.22,1362.77,3548.55,570.91,10.38,360.34,5492.61,2,0,1,0,0
"Hamburgtownship","MI",4,13083,2.95,1.47,97.91,0.26,0.68,12.77,23.78,10.61,6.89,0,48481,87.96,1.02,51.1,17.82,2.82,14.23,52105,18308,3555,5931,16707,12982,20874,3.23,3.62,15.53,21.92,3.55,69.89,27.64,23.59,11.15,28.31,8.69,24.75,7.75,3.18,89.01,86.25,96.31,86.67,65.09,70.67,0.58,8.19,13.74,15.5,18.71,0.21,0.36,0.41,0.49,97.15,0.12,3.99,3.31,2.89,2.92,2.62,90.49,1.42,30.04,3,655,87.13,89.52,0.31,45.95,1971,1.15,0.39,100200,467,534,23.8,20,14.3,0,0,2.61,75.83,51.61,67,93.56,33.6,389.8,0.23,0,14.94,14.88,81.83,409.17,1621.78,156.23,22.32,111.65,2209.5,1,1,0,0,0
"Northfieldcity","MN",4,14514,3.58,0.73,96.33,2.08,1.38,35.82,47.34,38.29,7.68,0,30613,78.97,2.03,52.73,26.39,3.43,11.6,40020,11118,10325,2752,5872,4813,5283,10.89,7.74,15.48,35.68,3.05,64.93,11.38,48.65,11.75,30.35,4.34,53.98,6.71,3.11,78.71,78.68,89.76,78.71,73.51,81.55,3.07,22,32.27,39.61,55.99,0.62,0.91,1.12,1.58,94.65,0.44,3.53,2.32,2.48,2.79,1.94,71.22,1.85,48.81,3,177,95.82,63.24,0.56,11.86,1971,2.22,0.14,81800,365,411,28.6,21.5,11.4,0,0,2.82,58.81,34.58,50.19,75.58,6.1,2373.3,0.71,0,24.85,6.21,74.54,385.12,2639.92,155.29,37.27,105.6,3217.6,1,1,0,0,0
"ThousandOakscity","CA",4,104352,2.86,1.22,90.4,4.78,9.6,14.83,26.2,13.3,8.12,100,56856,85.08,0.82,54.34,17.98,3.46,13.71,62641,24103,30154,19961,21681,12763,13579,4.22,3.3,10.22,34.95,3.95,70.54,17.68,22.81,6,38.48,8.22,30.06,12.38,3.17,83.12,81.41,92.57,84.59,56.11,65.89,1.5,15.43,24.01,32.35,40.3,2.09,3.25,4.37,5.45,84.88,2.97,5.25,4.12,2.82,2.87,2.67,75.06,3.69,29.81,3,1308,96.54,73.69,0,20.11,1974,0.62,0.12,297000,840,899,29.6,26.9,12.3,1,0,13.52,42.74,45.95,67.69,87.16,51.3,2032.4,0.31,2.69,19.72,58.28,225.03,581.86,1696.27,308.41,44.83,305.72,2631.37,4,0,0,0,1
"Rosevillecity","MN",4,33485,2.47,1.64,95.09,2.55,1.13,12.44,26.35,13.71,15.06,100,37862,80.37,1.04,63.17,28.86,3.28,18.25,47077,18834,12789,10428,14394,11008,8213,3.71,4.04,11.41,34.55,3.56,66.8,17.44,30,6.44,38.04,6.04,30.82,9.09,2.9,79.49,80.75,82.39,83.77,71.63,77.09,1.25,12.67,22.49,29.93,34.13,0.48,0.85,1.13,1.29,94.61,0.66,2.72,1.81,2.37,2.65,1.76,76.57,1.13,46.79,3,654,95.4,68.44,0.15,14.83,1964,0.49,0.27,97000,483,507,26.8,18.6,11.5,0,0,3.77,68.62,58.1,78.99,90.3,13.7,2440.2,3.4,0,18.78,32.95,56.91,593.06,5181.81,401.37,26.96,108.64,6203.2,1,1,0,0,0
"Brunswickcity","GA",4,16433,2.67,58.24,40.93,0.43,0.89,14.56,26.49,12.94,14,100,17959,71.91,0.46,21.91,35.81,16.03,18.62,21545,12930,6105,16846,8715,14672,13843,26.25,15.03,37.67,10.36,9.38,52.51,13.68,17.59,15.27,16.6,15.41,32.19,19.74,3.16,45.55,36.96,45.88,53.4,65.85,70.29,9.92,7.14,7.14,7.14,13.69,0.07,0.07,0.07,0.14,96.82,0.2,7.57,5.16,2.58,2.55,2.61,48.94,6.27,48.65,3,740,89.28,49.5,6.89,46.89,1957,12.34,0.38,42900,210,315,29.6,19.9,14.3,0,0,1.02,80.78,51.96,82.43,92.84,17.8,920.9,0.13,38.69,99.5,552.76,1398.49,2421.09,6771.32,641.2,0,2089.44,9833.61,2,0,1,0,0
"Goldsborocity","NC",4,40709,3.03,47.44,50.33,1.32,1.47,13.16,31.68,14.42,10.03,100,19955,76.13,1.1,24.37,26.47,13.12,15,23685,13795,7615,12315,5220,8502,11288,21.16,11.99,25.12,15.97,4.96,62.3,19.96,30.73,19.5,22.68,10.48,29.12,15.06,3.13,60.23,55,67.48,60.59,59.39,65.97,9.21,22.54,33.55,35.75,40.67,0.43,0.64,0.68,0.77,95.27,0.48,4.74,3.35,2.56,2.46,2.62,38.65,3.85,47.25,3,922,93.57,40.15,2.6,39.48,1962,8.31,0.7,55300,235,332,24.9,22.4,13.6,28,0,1.9,61.65,42.74,67.29,73.09,21.8,1868.8,0.17,13.1,43.66,451.9,969.28,1986.6,5280.85,440.98,26.2,1477.94,7734.63,2,0,1,0,0
"SanJosecity","CA",4,782248,3.13,4.7,62.8,19.54,26.64,14.34,30.37,14.46,6.56,100,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,19496,14239,13613,14066,9232,10007,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,3.5,74.89,68.69,83.8,77.23,59.45,66.95,3.89,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,9147,96.47,61.29,2.07,18.74,1970,1.55,0.48,259100,692,755,28.9,25.6,11.9,917,145,26.47,46.54,45.6,80.84,87.8,177.4,4408.8,3.58,4.98,47.52,144.13,449.54,730.88,2600.49,487.82,38.65,646.17,3857.84,4,0,0,0,1
"Oneontacity","NY",4,13954,3.19,2.13,96.03,1.18,2.13,40.03,53.37,45.54,10.44,0,20628,74.82,0.62,50.31,30.43,5.83,14.57,32469,9816,9671,10213,8953,3242,7536,23.4,7.64,20.13,30.81,5.3,49.48,8.24,44.82,7.04,31.76,5.42,59.86,7.51,2.87,65.63,66.72,71.12,73.49,52.63,71.54,2.47,11.82,17.51,18.6,28.01,0.39,0.57,0.61,0.92,93.36,0.63,3.79,2.61,2.27,2.47,2.1,49.89,1.26,46.94,3,310,93.38,45.83,1.94,20.97,1939,4.57,0,72600,329,385,32.9,19.8,13.3,1,0,3.28,77,35.25,52.63,90.96,4.5,3079,4.1,0,15.35,15.35,99.75,544.77,2040.97,53.71,15.35,130.45,2654.8,3,0,0,1,0
"Folsomcity","CA",4,29802,3.4,9.9,83.97,3.46,10.89,9.98,27.1,10.49,7.91,100,46726,80.21,1.03,50.67,20.65,6.44,18.57,53257,19422,4628,10787,16597,11038,9009,5.17,4.46,15.77,24.19,4.16,49.1,11.91,22.86,6.94,39,6.07,45.25,11.9,3.04,83.56,82.18,92.39,86.19,60.54,71.03,0.75,5.76,14.51,24.52,33.23,0.45,1.12,1.9,2.57,85.95,1.29,3.11,2.33,2.64,2.75,2.3,77.4,2.38,34.8,3,661,92.98,74.09,0.15,24.36,1984,0.81,0.23,210600,555,593,29.4,26.4,12.1,0,0,7.75,53.72,28.91,53.09,86.19,22.2,1342.4,1.59,0,10.05,42.71,138.18,567.81,1922.01,266.32,0,190.94,2756.14,4,0,0,0,1
"LongBeachcity","NY",4,33510,2.47,7.76,87.03,1.67,10.77,9.81,24.68,10.15,14.98,100,41495,75.22,0.35,47.82,29.56,5.91,12.85,51090,22421,10722,7494,19446,8110,12306,8.31,6.43,17.01,28.67,5.54,60.41,9.97,25.96,9.93,32.9,9.65,36.38,11.67,3.05,74.22,69.11,91.68,70.36,46.36,61.72,2.95,10.68,17.23,25.26,34.27,1.49,2.4,3.52,4.78,80.95,2.98,6.35,3.77,2.35,2.56,2.14,55.35,6.25,62.29,2,1766,88.5,50.9,3.74,59.68,1955,1.63,0.29,187600,678,758,27.9,23.3,16.9,0,0,13.94,72.49,55.11,82.37,93.36,2.2,15151.9,21.82,5.86,2.93,166.9,207.89,831.55,1601.62,603.17,10.5,383.58,3046.84,3,0,0,1,0
"Farmingtoncity","NM",4,33997,2.84,0.81,77.09,0.36,15.97,14.65,26.23,11.23,8.14,0,28911,81.57,1.19,36.1,20.98,6.5,11.96,33063,13786,5740,6503,11182,8463,7946,15.23,5.72,20.14,18.37,7.17,62,4.95,22.47,12.31,27.72,10.7,23.79,13.6,3.3,75.8,74.24,75.03,82.35,56.08,63.27,3.57,7.69,11.72,12.27,34.25,0.12,0.19,0.2,0.55,82.95,1.47,7.47,5.63,2.83,2.89,2.71,66.52,7.26,40.11,3,1140,91.31,65.06,2.37,46.58,1971,8.67,0.08,66100,305,378,24.1,20.1,12.2,17,0,1.61,42.4,49.23,78.72,83.37,24.4,1395.6,0.11,5.41,135.2,102.75,573.25,992.37,5502.68,267.7,37.86,816.61,6800.61,4,0,0,0,1
"Tredyffrintownship","PA",4,28028,2.45,3.94,93.73,2.08,0.87,10.81,23.42,10.73,11,92.67,61144,87.38,1.37,73.09,19.55,1.39,14.61,75571,35005,15786,11224,26899,31898,32610,1.8,1.58,5.15,58.87,2.32,70.11,19.11,28.15,2.84,51.53,6.59,29.08,10.1,2.97,85.22,85.37,96.14,84.37,49.79,58.9,0.64,23.6,26.74,30.32,37.66,1.34,1.52,1.72,2.14,93.72,0.62,2.86,1.95,2.44,2.6,1.94,81.21,0.55,32.35,3,497,95.83,76.37,0.6,23.14,1966,0.24,0.21,231200,661,722,25.4,20.6,12.9,0,0,5.67,54.45,54.35,63.38,82.29,20.6,1363.7,10.24,0,0,35.08,70.15,403.38,1346.94,147.32,21.05,105.23,1918.69,3,0,0,1,0
"Shelbyvillecity","TN",4,14049,2.47,17.01,81.68,0.85,0.65,13.8,26.42,13.1,15.54,0,20099,71.07,1.07,24.9,31.52,11.33,10.91,25406,11164,6737,3191,17556,5055,3491,19.77,24.88,44.71,10.09,6.23,57.91,38.9,14.03,30.15,15.49,12.76,25.45,14.96,2.94,64.3,60.39,68.87,71.86,70.77,74.66,5.03,16,51.43,77.14,88,0.2,0.64,0.96,1.1,97.14,0.9,3.16,2.18,2.41,2.43,2.38,60.58,2.94,53.12,2,479,92.23,60.05,1.46,41.75,1965,12.86,0.39,46400,228,303,25.1,20,14.2,0,0,1.25,81.66,51.24,83.64,93.33,14.3,984.4,0,6.28,31.4,81.63,464.68,1161.7,2361.07,138.15,18.84,583.99,3679.76,2,0,1,0,0
"Maywoodcity","CA",4,27850,4.29,0.41,31.36,0.76,93.11,19.92,37.95,20.29,3.97,100,25567,88.22,0.58,13.95,11.5,10.52,9.21,25559,8267,14038,8028,8760,6229,6451,21.26,49.89,72.05,1.63,12.22,60.37,41.69,8.69,44.27,7.06,5.55,44.24,10.44,4.43,71.08,65.51,78.69,79.98,50.17,52.37,8.9,16.36,26.85,35.36,49.2,9.51,15.6,20.54,28.59,10.44,38.33,30.21,26.2,4.26,4.48,4.16,32.13,59.01,86.51,1,184,97.25,30.53,6.52,22.83,1956,8.93,2.51,157300,490,525,28.3,29.9,11.2,0,14,58.1,35.48,47.97,85.46,86.76,1.2,23054.6,8.67,21.83,10.91,291.06,542.09,534.82,1302.48,800.41,32.74,865.89,2670.45,4,0,0,0,1
"Webstertown","MA",4,16196,2.48,0.73,96.91,0.65,2.25,11.92,25.76,12.4,16.57,94.41,30067,73.49,0.29,35.6,33.3,8.02,13.48,37135,14847,8237,4835,2249,5362,6274,9.27,12.82,33.22,13.36,6.53,61.04,25.08,20.22,19.11,20.4,9.02,29.07,11.67,2.98,69.97,68.83,78.87,76.02,66.81,72.74,3.06,2.93,7.15,17.72,24.55,0.11,0.27,0.67,0.93,86.75,1.27,3.29,2.22,2.43,2.59,2.25,56.44,1.53,50.93,2,819,88.85,52.98,1.71,54.82,1951,3.08,0.71,125700,381,444,23.8,21.4,14.3,0,0,3.8,81.06,58.4,90.41,93.17,12.9,1251.6,0.16,0,53.34,23.71,272.61,1179.33,2246.06,231.12,5.93,349.66,3662.44,3,0,0,1,0
"Tiffincity","OH",4,18604,2.65,1.4,97.36,0.67,1.27,17.44,29.62,16.84,13.69,0,24215,71.35,1,45.67,34.4,6.51,20.35,30570,11311,9778,10230,34137,6198,8487,10.69,8.31,23.57,13.31,6.44,57.57,26.15,27.69,20.29,22.79,8.4,33.44,10.57,3.07,76.87,75.52,73.21,80.33,68.4,76.94,1.41,18.46,21.81,32.89,35.57,0.3,0.35,0.53,0.57,96.54,0.29,4.53,3.05,2.45,2.6,2.17,69.4,1.21,45.54,3,452,93.94,65.47,5.97,42.92,1945,4.81,0.32,44400,234,316,22.1,15.7,12.1,0,0,1.6,84.43,57.23,84.54,94.66,6.3,2950.2,0.28,5.37,21.49,69.85,64.48,569.56,3229.27,53.73,16.12,161.19,3868.68,1,1,0,0,0
"Hanovertownship","NJ",4,11538,3.04,1.04,92.63,6.21,2.31,13.43,23.75,12.47,12.71,100,60688,85.65,0.6,69.96,28.5,2.64,19.65,64063,22835,23547,37000,17673,35000,17703,1.23,6.25,15.65,34.53,2.97,67.95,18.34,23.07,7,36.55,4.17,29.76,5.78,3.31,89.55,89.26,96.55,92.76,42.9,60.01,0.15,5.61,12.28,18.26,25.97,0.65,1.42,2.11,3.01,83.98,1.63,4.88,4.22,3.03,3.06,2.69,91.45,0.66,13.37,3,92,97.63,90.4,7.61,68.48,1959,0.53,0,234900,829,986,20.6,20.3,12.6,0,0,11.58,67.47,71.58,84.13,93.82,11,1044.2,1.1,0,0,33.47,58.57,284.5,1355.54,125.51,8.37,92.04,1773.92,3,0,0,1,0
"Colchestertown","VT",4,14731,2.92,0.55,98.29,0.86,0.92,20.52,36.22,21.31,5.31,68.82,39308,88.67,1.12,40.68,12.98,3.27,10.97,43529,15321,7417,17500,10550,3000,7964,4.44,4.88,10.21,28.3,3.76,71.51,14.39,26.89,9.99,31.82,7.97,38.69,11.34,3.05,77.39,78.06,83.6,82.35,69.42,79.41,2.52,28.89,31.3,42.22,44.44,1.06,1.15,1.55,1.63,94.71,0.11,2.48,1.78,2.62,2.77,2.27,74.49,1.19,48.18,3,875,85.22,70.56,5.6,56.91,1972,1.23,0.46,120500,473,550,23.7,21.2,13.8,0,0,3.67,59.41,45,75.14,80.67,38.3,384.7,0.69,0,19.63,0,6.54,765.51,2420.83,85.06,37.54,26.17,3308.94,3,0,0,1,0
"Spartanburgcity","SC",4,43467,2.6,45.63,53.11,0.91,0.78,16.06,28.38,15.86,13.9,100,22423,72.68,0.56,30.21,30.57,12.23,14.93,29304,16668,6880,10731,10761,8595,10098,21.79,14.51,34.09,23.43,6.9,56.69,26.46,25.81,22.01,26.08,12.81,35.33,15.54,3.11,52.37,45.59,53.81,49.56,64.81,72.6,11.18,21.28,25.95,30.42,39.07,0.5,0.61,0.72,0.92,95.89,0.68,5.94,3.86,2.45,2.51,2.4,49.38,3.89,51.94,2,1238,93.1,48.22,5.33,37.88,1962,10.32,0.76,58300,257,341,25.7,19.7,12.7,120,5,2.37,74.55,52.4,83.84,89.8,18.7,2319,2.39,21.82,91.64,696.01,2605.11,2526.56,8356.42,741.82,21.82,3414.58,11646.62,2,0,1,0,0
"Goffstowntown","NH",4,14621,3.07,0.29,98.96,0.43,0.88,19.02,30.98,18.54,10.06,60.79,42160,82.53,0.69,51.3,24.55,1.51,14.44,46275,15104,13201,4701,15375,12229,8381,3.14,6.9,18.3,20.3,5.66,66.01,15.65,26.71,11.21,27.99,6.44,32,7.75,3.15,87.6,85.88,95.97,86.25,73.47,83.32,0.76,1.85,4.06,9.41,10.52,0.07,0.15,0.35,0.39,86.07,0.7,3.99,3,2.71,2.85,2.17,83.48,1.37,45.04,3,263,94.76,79.39,0.76,40.68,1969,1.77,0.92,121900,481,571,25.6,24.6,14.2,0,0,3.71,56.77,52.39,79.03,83.51,38.2,382.5,0.15,13.54,20.3,27.07,94.75,392.55,1807.11,40.61,20.3,155.66,2260.57,3,0,0,1,0
"Austincity","MN",4,21907,2.34,0.21,98.16,1.19,0.87,12.34,21.86,10.27,19.67,0,22257,66.84,1.03,46.94,41.28,7.73,23.35,28164,11948,4940,1798,3528,3541,2932,10.27,12.26,24.27,15.19,4.37,53.81,22.16,28.92,17.42,21.3,7.56,24.08,9.72,2.88,73.64,73.37,85.42,72.49,68.34,74.17,0.92,5.46,32.76,47.1,55.97,0.07,0.44,0.63,0.75,95.28,0.69,2.85,1.87,2.28,2.45,1.85,78.16,1.17,49.04,3,451,95.4,72.96,1.55,43.9,1950,2.86,0.16,43000,236,276,27.2,16.4,12.1,0,0,1.34,71.16,60.54,84.53,91.41,10,2182.7,0.33,0,47.06,22.77,154.84,610.26,2941.98,186.72,9.11,224.67,3748.07,1,1,0,0,0
"Hanfordcity","CA",4,30897,2.85,5.27,74.08,3.07,29.55,14.67,28.08,12.69,9.82,0,26629,75.46,1.48,29.17,24.05,16.21,15.18,29549,12530,7009,7902,10397,7179,7288,15.65,13.25,29.01,11.94,9.04,58.01,11.77,24.04,13.81,20.23,10.03,27.54,15.68,3.25,68.11,63.61,75.49,65.22,49.63,60.13,4.35,13.74,24.98,33.39,40.78,1.35,2.46,3.29,4.02,75.43,5.55,7.1,5.41,2.8,2.83,2.76,56.22,8.78,48.21,3,755,93.5,55.63,5.17,31.39,1970,5.65,0.24,73200,340,421,27.5,22.3,12.4,30,0,9.89,62.47,45.13,77.68,93.01,12,2583.4,0.25,2.93,14.64,111.28,547.6,957.57,3759.99,553.46,23.43,676.45,5294.45,4,0,0,0,1
